PC1,PC2,Cluster,HC_Cluster,DBscan_Cluster
-0.49991799361700867,1.3832119738222055,0,0,0
3.621469960537327,1.1153152177451138,2,1,-1
2.0656681636105056,0.27837086927765053,2,1,1
3.006524101878497,1.1729810046307425,2,1,1
3.3039223712172214,1.0392853698110505,2,1,-1
4.318210353527792,0.8994458000582368,2,1,-1
-1.787247530182148,-0.7346537896433786,1,2,1
-1.4716128219160143,-1.394929077752007,1,3,0
-0.2833148950913375,1.6536731462612997,0,2,1
1.594424206532772,-0.5293425886886635,2,1,0
1.8811242378792195,-0.028814207595684243,2,1,1
2.149485605689826,-1.5345466645718822,2,1,1
1.0032889425404643,-0.4208875622636161,2,2,-1
-0.05340695792006298,-2.771655248651327,1,2,-1
-2.1401032250224756,-0.3814324339159879,1,3,0
-0.16244969009729987,-1.0587616987709176,1,2,1
1.5539090240198523,0.9653330806031354,2,1,1
-0.76528447279296,-0.5817615953247978,1,2,1
0.6060813598426543,0.09294014308468031,0,0,0
3.1498823732913728,-2.016405016393995,2,1,0
-0.8939256657416444,0.8042592297835236,0,0,0
0.9816287868167082,0.6165471947793575,0,0,0
-0.9026206378214358,-1.1283214188346908,1,3,0
-0.9508507297356504,0.7135421250454348,0,0,0
2.8899449678641944,2.4084840692223177,2,1,1
-1.6571345432456381,-0.8157831204396085,1,3,0
3.0545978871541597,0.9667968680663871,2,1,1
-1.798393358983433,-0.33795391253895307,1,3,0
0.9047577386789902,2.0191278665692103,0,0,0
-1.1501552281619962,1.8665857464293798,0,2,1
-2.4548157523855694,-0.5042353254329778,1,3,0
-1.6821698838480266,0.7203347040725497,0,0,0
-0.7204363437091827,0.8809843978462908,0,2,1
-0.5414340396102258,-0.18881475294630773,1,0,0
0.5099110312129073,0.6263277284355894,0,1,-1
0.1529761391658626,-0.797967253917727,1,2,1
3.7476483570446146,-0.03872263246282745,2,1,1
0.1295238233962347,-0.9289781208414277,1,2,1
-1.6857881211353896,0.635543945613915,0,0,0
-0.9339188903944486,0.2655342802529025,1,0,0
-1.0072867178167118,0.3997109556770538,1,0,0
0.7988587596542104,1.6134976544106905,0,2,-1
-2.2576222130699604,0.2528575037107841,1,0,0
-1.8027594632632282,-1.2490393670094446,1,3,0
0.6921985608678903,0.8459761872280296,0,0,0
-1.619469085185448,0.5445902210094207,1,0,0
0.5587756545560385,2.3434014402764745,0,0,0
4.361376088449457,2.776211371439637,2,1,-1
-1.269839208016536,-1.18497320817341,1,3,0
-0.7474054049874213,-1.1237491810279423,1,2,1
-1.1298770707870158,-0.9148465263309639,1,3,0
